Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-11-05 11:34:45Z : PB = 481259520 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-11-05 11:35:51Z : PB = 638525440 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:51Z : PB = 638525440 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:51Z : PB = 638525440 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:51Z : PB = 638525440 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:51Z : PB = 638525440 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:51Z : PB = 638525440 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:51Z : PB = 638525440 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:52Z : PB = 644616192 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:52Z : PB = 644616192 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:52Z : PB = 644616192 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:52Z : PB = 644616192 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:52Z : PB = 644616192 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:52Z : PB = 644616192 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:52Z : PB = 644616192 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:52Z : PB = 644616192 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:52Z : PB = 650563584 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:52Z : PB = 650563584 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:52Z : PB = 650563584 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:52Z : PB = 650563584 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:52Z : PB = 650563584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:52Z : PB = 650563584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:52Z : PB = 650563584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:52Z : PB = 650563584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:52Z : PB = 656506880 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:52Z : PB = 656506880 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:52Z : PB = 656506880 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:52Z : PB = 656506880 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:52Z : PB = 656572416 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:52Z : PB = 657227776 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:52Z : PB = 657293312 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:52Z : PB = 657293312 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:52Z : PB = 663564288 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:52Z : PB = 663564288 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:52Z : PB = 663564288 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:52Z : PB = 663564288 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:52Z : PB = 663564288 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:52Z : PB = 664285184 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:52Z : PB = 664350720 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:52Z : PB = 664416256 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:52Z : PB = 591114240 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:52Z : PB = 591114240 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:52Z : PB = 591114240 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:52Z : PB = 591114240 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:52Z : PB = 591114240 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:52Z : PB = 591114240 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:52Z : PB = 591114240 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:52Z : PB = 591114240 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 593084416 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 593084416 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 593084416 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 593084416 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 593084416 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 593608704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 593739776 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 593805312 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 591937536 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 591937536 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 591937536 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 591937536 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 591937536 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 591937536 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 591937536 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 591937536 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 594698240 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 594698240 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 594698240 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 594698240 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 594698240 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 595222528 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 595288064 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 595419136 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 593408000 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 593408000 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 593408000 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 593408000 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 593408000 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 594259968 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 594259968 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 594259968 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 594518016 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 594518016 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 594518016 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 594583552 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 594649088 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 596094976 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 596094976 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 596094976 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 597987328 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 597987328 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 597987328 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 597987328 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 597987328 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 597303296 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 597303296 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 597303296 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:53Z : PB = 602984448 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:53Z : PB = 602984448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:53Z : PB = 602984448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:53Z : PB = 602984448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:35:53Z : PB = 602984448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:35:53Z : PB = 603770880 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:35:53Z : PB = 603901952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:35:53Z : PB = 603901952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:35:54Z : PB = 604803072 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:35:54Z : PB = 604803072 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:35:54Z : PB = 604803072 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:35:54Z : PB = 604803072 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-11-05 11:35:54Z : PB = 604803072 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-11-05 11:35:54Z : PB = 590594048 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-11-05 11:35:54Z : PB = 590594048 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-11-05 11:35:54Z : PB = 590594048 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-11-05 11:35:54Z : PB = 590594048 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-11-05 11:35:55Z : PB = 589680640 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-11-05 11:35:55Z : PB = 589680640 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-11-05 11:35:55Z : PB = 589680640 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-11-05 11:40:27Z : PB = 587501568 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-11-05 11:40:28Z : PB = 587796480 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-11-05 11:40:28Z : PB = 588206080 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 2])
2022-11-05 11:40:28Z : PB = 588640256 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-11-05 11:40:28Z : PB = 588640256 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 2], ignoreCache=True, settingsPath=<null>)
2022-11-05 11:40:28Z : PB = 588640256 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-11-05 11:40:28Z : PB = 588640256 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-11-05 11:40:28Z : PB = 588640256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:28Z : PB = 588644352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:28Z : PB = 589762560 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:28Z : PB = 589828096 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:28Z : PB = 589893632 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:28Z : PB = 591290368 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:28Z : PB = 591290368 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:28Z : PB = 591290368 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:28Z : PB = 591290368 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:28Z : PB = 591290368 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:28Z : PB = 591290368 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:28Z : PB = 591290368 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:28Z : PB = 591290368 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:28Z : PB = 590123008 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:28Z : PB = 590123008 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:28Z : PB = 590123008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:28Z : PB = 590123008 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:28Z : PB = 590123008 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:28Z : PB = 590123008 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:28Z : PB = 590123008 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:28Z : PB = 590123008 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:28Z : PB = 592486400 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:28Z : PB = 592551936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:28Z : PB = 592683008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:28Z : PB = 592748544 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:28Z : PB = 592748544 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:28Z : PB = 592748544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:28Z : PB = 592748544 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:28Z : PB = 592748544 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:28Z : PB = 590987264 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:28Z : PB = 590987264 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:28Z : PB = 590987264 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:28Z : PB = 590987264 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:28Z : PB = 590987264 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:28Z : PB = 590987264 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:28Z : PB = 590987264 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:28Z : PB = 590987264 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:29Z : PB = 573349888 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:29Z : PB = 573349888 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:29Z : PB = 573349888 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:29Z : PB = 573349888 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:29Z : PB = 573349888 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:29Z : PB = 573349888 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:29Z : PB = 573349888 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:29Z : PB = 573349888 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:29Z : PB = 576499712 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:29Z : PB = 576499712 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:29Z : PB = 576499712 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:29Z : PB = 576499712 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:29Z : PB = 576499712 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:29Z : PB = 576499712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:29Z : PB = 576499712 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-11-05 11:40:29Z : PB = 576499712 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-11-05 11:40:29Z : PB = 575025152 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-11-05 11:40:29Z : PB = 575025152 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-11-05 11:40:29Z : PB = 575025152 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-11-05 11:40:29Z : PB = 575025152 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-11-05 11:40:29Z : PB = 575025152 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-11-05 11:40:29Z : PB = 575025152 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-11-05 11:40:29Z : PB = 575025152 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
