Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-24 03:44:13Z : PB = 240447488 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-24 09:12:16Z : PB = 433766400 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-24 09:12:16Z : PB = 433766400 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-24 09:12:16Z : PB = 433766400 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-24 09:12:16Z : PB = 433766400 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-24 09:12:16Z : PB = 433766400 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 09:12:16Z : PB = 433766400 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 09:12:18Z : PB = 434655232 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-24 09:12:18Z : PB = 434655232 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-24 09:12:18Z : PB = 434655232 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 09:12:49Z : PB = 435556352 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-24 09:12:49Z : PB = 436027392 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 09:12:49Z : PB = 436695040 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-24 09:12:49Z : PB = 436695040 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-24 09:12:49Z : PB = 436695040 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-24 09:12:49Z : PB = 436695040 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-24 09:12:49Z : PB = 436695040 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-24 09:12:49Z : PB = 436027392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 436031488 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 436035584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 436035584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 436035584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 441995264 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 441995264 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 441995264 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 441995264 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 441995264 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 441995264 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 441995264 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 441995264 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 448548864 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 448548864 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 448548864 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 448548864 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 448548864 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 448548864 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 448548864 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 448548864 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 454623232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 454623232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 454623232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 454623232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 454623232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 454819840 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 454885376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 455016448 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 459530240 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 459530240 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 459530240 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 459530240 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 459530240 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 460451840 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 460451840 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 460451840 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 466386944 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 466386944 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 466386944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 466386944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 466386944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:49Z : PB = 466976768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:49Z : PB = 466976768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:49Z : PB = 466976768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:49Z : PB = 474222592 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:49Z : PB = 474222592 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:49Z : PB = 474222592 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:49Z : PB = 474222592 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:49Z : PB = 474222592 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:50Z : PB = 474222592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:50Z : PB = 474222592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:50Z : PB = 474222592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:50Z : PB = 480428032 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:50Z : PB = 480428032 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:50Z : PB = 480428032 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:50Z : PB = 480428032 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:50Z : PB = 480428032 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:50Z : PB = 480428032 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:50Z : PB = 480428032 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:50Z : PB = 480428032 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:50Z : PB = 485085184 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:50Z : PB = 485216256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:50Z : PB = 485351424 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:50Z : PB = 485416960 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:50Z : PB = 485679104 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:50Z : PB = 485875712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:50Z : PB = 485875712 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:50Z : PB = 485875712 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:50Z : PB = 492867584 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:50Z : PB = 492867584 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:50Z : PB = 492867584 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:50Z : PB = 492867584 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:50Z : PB = 492867584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:50Z : PB = 492867584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:50Z : PB = 492867584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:50Z : PB = 492867584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:50Z : PB = 498941952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:50Z : PB = 498941952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:50Z : PB = 498941952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:50Z : PB = 498941952 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:12:50Z : PB = 498941952 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:12:50Z : PB = 498941952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:12:50Z : PB = 498941952 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:12:50Z : PB = 498941952 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:12:50Z : PB = 505151488 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:12:50Z : PB = 505151488 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:12:50Z : PB = 505151488 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:12:50Z : PB = 505151488 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-24 09:12:50Z : PB = 505151488 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-24 09:12:50Z : PB = 505151488 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-24 09:12:50Z : PB = 505151488 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-24 09:12:50Z : PB = 505151488 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 09:12:50Z : PB = 505151488 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-24 09:12:51Z : PB = 505962496 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-24 09:12:51Z : PB = 505962496 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-24 09:12:51Z : PB = 505962496 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 09:13:17Z : PB = 513847296 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-24 09:13:17Z : PB = 513949696 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-24 09:13:17Z : PB = 514834432 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-24 09:13:17Z : PB = 514834432 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-24 09:13:17Z : PB = 515231744 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-24 09:13:17Z : PB = 514760704 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-24 09:13:17Z : PB = 514760704 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-24 09:13:17Z : PB = 514760704 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:17Z : PB = 514764800 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:17Z : PB = 514764800 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:17Z : PB = 514764800 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:17Z : PB = 514764800 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:17Z : PB = 517701632 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:17Z : PB = 517701632 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:17Z : PB = 517701632 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:17Z : PB = 517701632 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:17Z : PB = 517701632 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:17Z : PB = 518492160 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:17Z : PB = 518492160 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:17Z : PB = 518492160 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:17Z : PB = 523042816 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:17Z : PB = 523042816 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:17Z : PB = 523042816 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:17Z : PB = 523042816 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:17Z : PB = 523042816 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:17Z : PB = 523042816 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:17Z : PB = 523042816 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:17Z : PB = 523042816 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 516505600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 516505600 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 516505600 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:18Z : PB = 516505600 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:18Z : PB = 516505600 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:18Z : PB = 515923968 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:18Z : PB = 515923968 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:18Z : PB = 515923968 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 465907712 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 465907712 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 465907712 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:18Z : PB = 465907712 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:18Z : PB = 465907712 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:18Z : PB = 465911808 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:18Z : PB = 465911808 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:18Z : PB = 465911808 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 443777024 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 443777024 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 443777024 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:18Z : PB = 443777024 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:18Z : PB = 443777024 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:18Z : PB = 443047936 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:18Z : PB = 443047936 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:18Z : PB = 443047936 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 443559936 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 443559936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 443559936 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:18Z : PB = 443559936 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:18Z : PB = 443559936 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:18Z : PB = 443559936 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:18Z : PB = 443559936 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:18Z : PB = 443559936 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 443670528 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 443670528 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 443670528 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-24 09:13:18Z : PB = 443670528 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-24 09:13:18Z : PB = 443670528 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-24 09:13:18Z : PB = 443670528 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-24 09:13:18Z : PB = 443670528 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-24 09:13:18Z : PB = 443670528 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-24 09:13:18Z : PB = 447201280 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-24 09:13:18Z : PB = 447201280 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-24 09:13:18Z : PB = 447201280 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
